,over,ball,batting_team,bowling_team,venue,inning,match_type,total_runs,is_wicket,runs,wickets,winner
0,0,1,5,11,18,1,3,1,0,1,0,5
1,0,2,5,11,18,1,3,0,0,1,0,5
2,0,3,5,11,18,1,3,1,0,2,0,5
3,0,4,5,11,18,1,3,0,0,2,0,5
4,0,5,5,11,18,1,3,0,0,2,0,5
5,0,6,5,11,18,1,3,0,0,2,0,5
6,0,7,5,11,18,1,3,1,0,3,0,5
7,1,1,5,11,18,1,3,0,0,3,0,5
8,1,2,5,11,18,1,3,4,0,7,0,5
9,1,3,5,11,18,1,3,4,0,11,0,5
10,1,4,5,11,18,1,3,6,0,17,0,5
11,1,5,5,11,18,1,3,4,0,21,0,5
12,1,6,5,11,18,1,3,0,0,21,0,5
13,2,1,5,11,18,1,3,0,0,21,0,5
14,2,2,5,11,18,1,3,0,0,21,0,5
15,2,3,5,11,18,1,3,1,0,22,0,5
16,2,4,5,11,18,1,3,4,0,26,0,5
17,2,5,5,11,18,1,3,1,0,27,0,5
18,2,6,5,11,18,1,3,0,0,27,0,5
19,3,1,5,11,18,1,3,5,0,32,0,5
20,3,2,5,11,18,1,3,6,0,38,0,5
21,3,3,5,11,18,1,3,1,0,39,0,5
22,3,4,5,11,18,1,3,4,0,43,0,5
23,3,5,5,11,18,1,3,0,0,43,0,5
24,3,6,5,11,18,1,3,1,0,44,0,5
25,3,7,5,11,18,1,3,6,0,50,0,5
26,4,1,5,11,18,1,3,4,0,54,0,5
27,4,2,5,11,18,1,3,1,0,55,0,5
28,4,3,5,11,18,1,3,4,0,59,0,5
29,4,4,5,11,18,1,3,0,0,59,0,5
30,4,5,5,11,18,1,3,1,0,60,0,5
31,4,6,5,11,18,1,3,0,0,60,0,5
32,5,1,5,11,18,1,3,1,0,61,0,5
33,5,2,5,11,18,1,3,0,1,61,1,5
34,5,3,5,11,18,1,3,0,0,61,1,5
35,5,4,5,11,18,1,3,0,0,61,1,5
36,5,5,5,11,18,1,3,0,0,61,1,5
37,5,6,5,11,18,1,3,0,0,61,1,5
38,6,1,5,11,18,1,3,1,0,62,1,5
39,6,2,5,11,18,1,3,1,0,63,1,5
40,6,3,5,11,18,1,3,1,0,64,1,5
41,6,4,5,11,18,1,3,2,0,66,1,5
42,6,5,5,11,18,1,3,1,0,67,1,5
43,6,6,5,11,18,1,3,1,0,68,1,5
44,7,1,5,11,18,1,3,0,0,68,1,5
45,7,2,5,11,18,1,3,1,0,69,1,5
46,7,3,5,11,18,1,3,1,0,70,1,5
47,7,4,5,11,18,1,3,1,0,71,1,5
48,7,5,5,11,18,1,3,1,0,72,1,5
49,7,6,5,11,18,1,3,1,0,73,1,5
50,8,1,5,11,18,1,3,0,0,73,1,5
51,8,2,5,11,18,1,3,0,0,73,1,5
52,8,3,5,11,18,1,3,0,0,73,1,5
53,8,4,5,11,18,1,3,1,0,74,1,5
54,8,5,5,11,18,1,3,1,0,75,1,5
55,8,6,5,11,18,1,3,2,0,77,1,5
56,9,1,5,11,18,1,3,1,0,78,1,5
57,9,2,5,11,18,1,3,1,0,79,1,5
58,9,3,5,11,18,1,3,1,0,80,1,5
59,9,4,5,11,18,1,3,0,0,80,1,5
60,9,5,5,11,18,1,3,6,0,86,1,5
61,9,6,5,11,18,1,3,1,0,87,1,5
62,10,1,5,11,18,1,3,1,0,88,1,5
63,10,2,5,11,18,1,3,4,0,92,1,5
64,10,3,5,11,18,1,3,0,0,92,1,5
65,10,4,5,11,18,1,3,6,0,98,1,5
66,10,5,5,11,18,1,3,0,0,98,1,5
67,10,6,5,11,18,1,3,4,0,102,1,5
68,11,1,5,11,18,1,3,0,0,102,1,5
69,11,2,5,11,18,1,3,6,0,108,1,5
70,11,3,5,11,18,1,3,2,0,110,1,5
71,11,4,5,11,18,1,3,1,0,111,1,5
72,11,5,5,11,18,1,3,0,0,111,1,5
73,11,6,5,11,18,1,3,1,0,112,1,5
74,12,1,5,11,18,1,3,0,1,112,2,5
75,12,2,5,11,18,1,3,4,0,116,2,5
76,12,3,5,11,18,1,3,0,0,116,2,5
77,12,4,5,11,18,1,3,2,0,118,2,5
78,12,5,5,11,18,1,3,1,0,119,2,5
79,12,6,5,11,18,1,3,4,0,123,2,5
80,12,7,5,11,18,1,3,1,0,124,2,5
81,13,1,5,11,18,1,3,1,0,125,2,5
82,13,2,5,11,18,1,3,0,0,125,2,5
83,13,3,5,11,18,1,3,1,0,126,2,5
84,13,4,5,11,18,1,3,1,0,127,2,5
85,13,5,5,11,18,1,3,1,0,128,2,5
86,13,6,5,11,18,1,3,2,0,130,2,5
87,14,1,5,11,18,1,3,4,0,134,2,5
88,14,2,5,11,18,1,3,1,0,135,2,5
89,14,3,5,11,18,1,3,6,0,141,2,5
90,14,4,5,11,18,1,3,4,0,145,2,5
91,14,5,5,11,18,1,3,2,0,147,2,5
92,14,6,5,11,18,1,3,1,0,148,2,5
93,14,7,5,11,18,1,3,6,0,154,2,5
94,15,1,5,11,18,1,3,0,0,154,2,5
95,15,2,5,11,18,1,3,1,0,155,2,5
96,15,3,5,11,18,1,3,2,0,157,2,5
97,15,4,5,11,18,1,3,0,0,157,2,5
98,15,5,5,11,18,1,3,1,0,158,2,5
99,15,6,5,11,18,1,3,0,0,158,2,5
100,16,1,5,11,18,1,3,1,0,159,2,5
101,16,2,5,11,18,1,3,2,0,161,2,5
102,16,3,5,11,18,1,3,1,0,162,2,5
103,16,4,5,11,18,1,3,6,0,168,2,5
104,16,5,5,11,18,1,3,2,0,170,2,5
105,16,6,5,11,18,1,3,2,0,172,2,5
106,17,1,5,11,18,1,3,0,1,172,3,5
107,17,2,5,11,18,1,3,1,0,173,3,5
108,17,3,5,11,18,1,3,0,0,173,3,5
109,17,4,5,11,18,1,3,1,0,174,3,5
110,17,5,5,11,18,1,3,4,0,178,3,5
111,17,6,5,11,18,1,3,1,0,179,3,5
112,18,1,5,11,18,1,3,6,0,185,3,5
113,18,2,5,11,18,1,3,0,0,185,3,5
114,18,3,5,11,18,1,3,6,0,191,3,5
115,18,4,5,11,18,1,3,4,0,195,3,5
116,18,5,5,11,18,1,3,1,0,196,3,5
117,18,6,5,11,18,1,3,4,0,200,3,5
118,19,1,5,11,18,1,3,6,0,206,3,5
119,19,2,5,11,18,1,3,6,0,212,3,5
120,19,3,5,11,18,1,3,2,0,214,3,5
121,19,4,5,11,18,1,3,0,0,214,3,5
122,19,5,5,11,18,1,3,2,0,216,3,5
123,19,6,5,11,18,1,3,6,0,222,3,5
124,0,1,11,5,18,2,3,1,0,1,0,5
125,0,2,11,5,18,2,3,1,0,2,0,5
126,0,3,11,5,18,2,3,0,0,2,0,5
127,0,4,11,5,18,2,3,1,0,3,0,5
128,0,5,11,5,18,2,3,1,0,4,0,5
129,0,6,11,5,18,2,3,0,0,4,0,5
130,0,7,11,5,18,2,3,0,0,4,0,5
131,1,1,11,5,18,2,3,0,1,4,1,5
132,1,2,11,5,18,2,3,0,0,4,1,5
133,1,3,11,5,18,2,3,4,0,8,1,5
134,1,4,11,5,18,2,3,1,0,9,1,5
135,1,5,11,5,18,2,3,0,0,9,1,5
136,1,6,11,5,18,2,3,0,0,9,1,5
137,2,1,11,5,18,2,3,0,0,9,1,5
138,2,2,11,5,18,2,3,0,1,9,2,5
139,2,3,11,5,18,2,3,1,0,10,2,5
140,2,4,11,5,18,2,3,0,0,10,2,5
141,2,5,11,5,18,2,3,1,0,11,2,5
142,2,6,11,5,18,2,3,0,0,11,2,5
143,2,7,11,5,18,2,3,1,0,12,2,5
144,3,1,11,5,18,2,3,2,0,14,2,5
145,3,2,11,5,18,2,3,1,0,15,2,5
146,3,3,11,5,18,2,3,0,0,15,2,5
147,3,4,11,5,18,2,3,1,0,16,2,5
148,3,5,11,5,18,2,3,0,0,16,2,5
149,3,6,11,5,18,2,3,0,0,16,2,5
150,4,1,11,5,18,2,3,1,0,17,2,5
151,4,2,11,5,18,2,3,1,0,18,2,5
152,4,3,11,5,18,2,3,0,0,18,2,5
153,4,4,11,5,18,2,3,6,0,24,2,5
154,4,5,11,5,18,2,3,0,1,24,3,5
155,4,6,11,5,18,2,3,0,0,24,3,5
156,5,1,11,5,18,2,3,0,0,24,3,5
157,5,2,11,5,18,2,3,0,1,24,4,5
158,5,3,11,5,18,2,3,0,0,24,4,5
159,5,4,11,5,18,2,3,1,0,25,4,5
160,5,5,11,5,18,2,3,1,0,26,4,5
161,5,6,11,5,18,2,3,0,0,26,4,5
162,6,1,11,5,18,2,3,0,0,26,4,5
163,6,2,11,5,18,2,3,0,0,26,4,5
164,6,3,11,5,18,2,3,1,0,27,4,5
165,6,4,11,5,18,2,3,1,0,28,4,5
166,6,5,11,5,18,2,3,1,0,29,4,5
167,6,6,11,5,18,2,3,0,0,29,4,5
168,6,7,11,5,18,2,3,0,0,29,4,5
169,6,8,11,5,18,2,3,4,0,33,4,5
170,7,1,11,5,18,2,3,1,0,34,4,5
171,7,2,11,5,18,2,3,1,0,35,4,5
172,7,3,11,5,18,2,3,1,0,36,4,5
173,7,4,11,5,18,2,3,2,0,38,4,5
174,7,5,11,5,18,2,3,0,1,38,5,5
175,7,6,11,5,18,2,3,0,0,38,5,5
176,8,1,11,5,18,2,3,0,0,38,5,5
177,8,2,11,5,18,2,3,0,1,38,6,5
178,8,3,11,5,18,2,3,0,0,38,6,5
179,8,4,11,5,18,2,3,1,0,39,6,5
180,8,5,11,5,18,2,3,1,0,40,6,5
181,8,6,11,5,18,2,3,1,0,41,6,5
182,8,7,11,5,18,2,3,2,0,43,6,5
183,8,8,11,5,18,2,3,0,1,43,7,5
184,9,1,11,5,18,2,3,1,0,44,7,5
185,9,2,11,5,18,2,3,0,0,44,7,5
186,9,3,11,5,18,2,3,0,0,44,7,5
187,9,4,11,5,18,2,3,1,0,45,7,5
188,9,5,11,5,18,2,3,1,0,46,7,5
189,9,6,11,5,18,2,3,4,0,50,7,5
190,9,7,11,5,18,2,3,1,0,51,7,5
191,10,1,11,5,18,2,3,0,0,51,7,5
192,10,2,11,5,18,2,3,0,0,51,7,5
193,10,3,11,5,18,2,3,0,0,51,7,5
194,10,4,11,5,18,2,3,1,0,52,7,5
195,10,5,11,5,18,2,3,4,0,56,7,5
196,10,6,11,5,18,2,3,0,0,56,7,5
197,11,1,11,5,18,2,3,1,1,57,8,5
198,11,2,11,5,18,2,3,0,0,57,8,5
199,11,3,11,5,18,2,3,0,0,57,8,5
200,11,4,11,5,18,2,3,1,0,58,8,5
201,11,5,11,5,18,2,3,0,0,58,8,5
202,11,6,11,5,18,2,3,1,0,59,8,5
203,12,1,11,5,18,2,3,6,0,65,8,5
204,12,2,11,5,18,2,3,2,0,67,8,5
205,12,3,11,5,18,2,3,1,0,68,8,5
206,12,4,11,5,18,2,3,1,0,69,8,5
207,12,5,11,5,18,2,3,0,0,69,8,5
208,12,6,11,5,18,2,3,0,0,69,8,5
209,12,7,11,5,18,2,3,1,0,70,8,5
210,13,1,11,5,18,2,3,0,1,70,9,5
211,13,2,11,5,18,2,3,1,0,71,9,5
212,13,3,11,5,18,2,3,0,0,71,9,5
213,13,4,11,5,18,2,3,0,0,71,9,5
214,13,5,11,5,18,2,3,0,0,71,9,5
215,13,6,11,5,18,2,3,6,0,77,9,5
216,14,1,11,5,18,2,3,1,0,78,9,5
217,14,2,11,5,18,2,3,0,0,78,9,5
218,14,3,11,5,18,2,3,0,0,78,9,5
219,14,4,11,5,18,2,3,1,0,79,9,5
220,14,5,11,5,18,2,3,1,0,80,9,5
221,14,6,11,5,18,2,3,1,0,81,9,5
222,14,7,11,5,18,2,3,0,0,81,9,5
223,15,1,11,5,18,2,3,1,0,82,9,5
224,15,2,11,5,18,2,3,0,1,82,10,5
225,0,1,1,9,28,1,3,0,0,0,0,1
226,0,2,1,9,28,1,3,0,0,0,0,1
227,0,3,1,9,28,1,3,1,0,1,0,1
228,0,4,1,9,28,1,3,0,0,1,0,1
229,0,5,1,9,28,1,3,4,0,5,0,1
230,0,6,1,9,28,1,3,0,0,5,0,1
231,1,1,1,9,28,1,3,4,0,9,0,1
232,1,2,1,9,28,1,3,4,0,13,0,1
233,1,3,1,9,28,1,3,4,0,17,0,1
234,1,4,1,9,28,1,3,2,0,19,0,1
235,1,5,1,9,28,1,3,1,0,20,0,1
236,1,6,1,9,28,1,3,0,0,20,0,1
237,1,7,1,9,28,1,3,0,0,20,0,1
238,2,1,1,9,28,1,3,0,0,20,0,1
239,2,2,1,9,28,1,3,5,0,25,0,1
240,2,3,1,9,28,1,3,0,0,25,0,1
241,2,4,1,9,28,1,3,1,0,26,0,1
242,2,5,1,9,28,1,3,0,1,26,1,1
243,2,6,1,9,28,1,3,1,0,27,1,1
244,2,7,1,9,28,1,3,0,0,27,1,1
245,3,1,1,9,28,1,3,0,0,27,1,1
246,3,2,1,9,28,1,3,0,0,27,1,1
247,3,3,1,9,28,1,3,1,0,28,1,1
248,3,4,1,9,28,1,3,1,0,29,1,1
249,3,5,1,9,28,1,3,0,0,29,1,1
250,3,6,1,9,28,1,3,4,0,33,1,1
251,4,1,1,9,28,1,3,0,0,33,1,1
252,4,2,1,9,28,1,3,1,0,34,1,1
253,4,3,1,9,28,1,3,4,0,38,1,1
254,4,4,1,9,28,1,3,4,0,42,1,1
255,4,5,1,9,28,1,3,0,0,42,1,1
256,4,6,1,9,28,1,3,0,0,42,1,1
257,5,1,1,9,28,1,3,4,0,46,1,1
258,5,2,1,9,28,1,3,6,0,52,1,1
259,5,3,1,9,28,1,3,0,0,52,1,1
260,5,4,1,9,28,1,3,1,0,53,1,1
261,5,5,1,9,28,1,3,0,0,53,1,1
262,5,6,1,9,28,1,3,0,0,53,1,1
263,6,1,1,9,28,1,3,4,0,57,1,1
264,6,2,1,9,28,1,3,0,1,57,2,1
265,6,3,1,9,28,1,3,1,0,58,2,1
266,6,4,1,9,28,1,3,2,0,60,2,1
267,6,5,1,9,28,1,3,1,0,61,2,1
268,6,6,1,9,28,1,3,1,0,62,2,1
269,7,1,1,9,28,1,3,0,1,62,3,1
270,7,2,1,9,28,1,3,1,0,63,3,1
271,7,3,1,9,28,1,3,0,0,63,3,1
272,7,4,1,9,28,1,3,1,0,64,3,1
273,7,5,1,9,28,1,3,6,0,70,3,1
274,7,6,1,9,28,1,3,0,0,70,3,1
275,8,1,1,9,28,1,3,1,0,71,3,1
276,8,2,1,9,28,1,3,4,0,75,3,1
277,8,3,1,9,28,1,3,1,0,76,3,1
278,8,4,1,9,28,1,3,0,0,76,3,1
279,8,5,1,9,28,1,3,6,0,82,3,1
280,8,6,1,9,28,1,3,1,0,83,3,1
281,9,1,1,9,28,1,3,2,0,85,3,1
282,9,2,1,9,28,1,3,1,0,86,3,1
283,9,3,1,9,28,1,3,1,0,87,3,1
284,9,4,1,9,28,1,3,0,0,87,3,1
285,9,5,1,9,28,1,3,0,0,87,3,1
286,9,6,1,9,28,1,3,1,0,88,3,1
287,10,1,1,9,28,1,3,6,0,94,3,1
288,10,2,1,9,28,1,3,1,0,95,3,1
289,10,3,1,9,28,1,3,2,0,97,3,1
290,10,4,1,9,28,1,3,0,0,97,3,1
291,10,5,1,9,28,1,3,6,0,103,3,1
292,10,6,1,9,28,1,3,4,0,107,3,1
293,11,1,1,9,28,1,3,6,0,113,3,1
294,11,2,1,9,28,1,3,4,0,117,3,1
295,11,3,1,9,28,1,3,1,0,118,3,1
296,11,4,1,9,28,1,3,6,0,124,3,1
297,11,5,1,9,28,1,3,1,0,125,3,1
298,11,6,1,9,28,1,3,2,0,127,3,1
299,12,1,1,9,28,1,3,1,0,128,3,1
300,12,2,1,9,28,1,3,0,1,128,4,1
301,12,3,1,9,28,1,3,1,0,129,4,1
302,12,4,1,9,28,1,3,1,0,130,4,1
303,12,5,1,9,28,1,3,0,0,130,4,1
304,12,6,1,9,28,1,3,1,0,131,4,1
305,12,7,1,9,28,1,3,1,0,132,4,1
306,12,8,1,9,28,1,3,1,0,133,4,1
307,13,1,1,9,28,1,3,1,0,134,4,1
308,13,2,1,9,28,1,3,0,0,134,4,1
309,13,3,1,9,28,1,3,1,0,135,4,1
310,13,4,1,9,28,1,3,1,0,136,4,1
311,13,5,1,9,28,1,3,6,0,142,4,1
312,13,6,1,9,28,1,3,1,0,143,4,1
313,14,1,1,9,28,1,3,4,0,147,4,1
314,14,2,1,9,28,1,3,1,0,148,4,1
315,14,3,1,9,28,1,3,2,0,150,4,1
316,14,4,1,9,28,1,3,1,0,151,4,1
317,14,5,1,9,28,1,3,4,0,155,4,1
318,14,6,1,9,28,1,3,6,0,161,4,1
319,15,1,1,9,28,1,3,6,0,167,4,1
320,15,2,1,9,28,1,3,0,0,167,4,1
321,15,3,1,9,28,1,3,0,1,167,5,1
322,15,4,1,9,28,1,3,0,0,167,5,1
323,15,5,1,9,28,1,3,1,0,168,5,1
324,15,6,1,9,28,1,3,1,0,169,5,1
325,16,1,1,9,28,1,3,1,0,170,5,1
326,16,2,1,9,28,1,3,1,0,171,5,1
327,16,3,1,9,28,1,3,6,0,177,5,1
328,16,4,1,9,28,1,3,4,0,181,5,1
329,16,5,1,9,28,1,3,1,0,182,5,1
330,16,6,1,9,28,1,3,1,0,183,5,1
331,17,1,1,9,28,1,3,0,0,183,5,1
332,17,2,1,9,28,1,3,4,0,187,5,1
333,17,3,1,9,28,1,3,1,0,188,5,1
334,17,4,1,9,28,1,3,2,0,190,5,1
335,17,5,1,9,28,1,3,6,0,196,5,1
336,17,6,1,9,28,1,3,4,0,200,5,1
337,18,1,1,9,28,1,3,4,0,204,5,1
338,18,2,1,9,28,1,3,1,0,205,5,1
339,18,3,1,9,28,1,3,1,0,206,5,1
340,18,4,1,9,28,1,3,1,0,207,5,1
341,18,5,1,9,28,1,3,6,0,213,5,1
342,18,6,1,9,28,1,3,2,0,215,5,1
343,19,1,1,9,28,1,3,6,0,221,5,1
344,19,2,1,9,28,1,3,6,0,227,5,1
345,19,3,1,9,28,1,3,4,0,231,5,1
346,19,4,1,9,28,1,3,1,0,232,5,1
347,19,5,1,9,28,1,3,6,0,238,5,1
348,19,6,1,9,28,1,3,2,0,240,5,1
349,0,1,9,1,28,2,3,4,0,4,0,1
350,0,2,9,1,28,2,3,0,0,4,0,1
351,0,3,9,1,28,2,3,0,0,4,0,1
352,0,4,9,1,28,2,3,1,0,5,0,1
353,0,5,9,1,28,2,3,0,0,5,0,1
354,0,6,9,1,28,2,3,4,0,9,0,1
355,1,1,9,1,28,2,3,1,0,10,0,1
356,1,2,9,1,28,2,3,0,0,10,0,1
357,1,3,9,1,28,2,3,1,0,11,0,1
358,1,4,9,1,28,2,3,0,0,11,0,1
359,1,5,9,1,28,2,3,4,0,15,0,1
360,1,6,9,1,28,2,3,1,0,16,0,1
361,2,1,9,1,28,2,3,1,0,17,0,1
362,2,2,9,1,28,2,3,4,0,21,0,1
363,2,3,9,1,28,2,3,0,0,21,0,1
364,2,4,9,1,28,2,3,4,0,25,0,1
365,2,5,9,1,28,2,3,1,0,26,0,1
366,2,6,9,1,28,2,3,1,0,27,0,1
367,3,1,9,1,28,2,3,0,0,27,0,1
368,3,2,9,1,28,2,3,0,0,27,0,1
369,3,3,9,1,28,2,3,1,0,28,0,1
370,3,4,9,1,28,2,3,1,0,29,0,1
371,3,5,9,1,28,2,3,2,0,31,0,1
372,3,6,9,1,28,2,3,6,0,37,0,1
373,4,1,9,1,28,2,3,0,0,37,0,1
374,4,2,9,1,28,2,3,0,0,37,0,1
375,4,3,9,1,28,2,3,1,0,38,0,1
376,4,4,9,1,28,2,3,1,0,39,0,1
377,4,5,9,1,28,2,3,4,0,43,0,1
378,4,6,9,1,28,2,3,4,0,47,0,1
379,5,1,9,1,28,2,3,1,0,48,0,1
380,5,2,9,1,28,2,3,6,0,54,0,1
381,5,3,9,1,28,2,3,1,0,55,0,1
382,5,4,9,1,28,2,3,1,0,56,0,1
383,5,5,9,1,28,2,3,0,0,56,0,1
384,5,6,9,1,28,2,3,0,1,56,1,1
385,5,7,9,1,28,2,3,1,0,57,1,1
386,5,8,9,1,28,2,3,6,0,63,1,1
387,6,1,9,1,28,2,3,1,0,64,1,1
388,6,2,9,1,28,2,3,1,0,65,1,1
389,6,3,9,1,28,2,3,1,0,66,1,1
390,6,4,9,1,28,2,3,1,0,67,1,1
391,6,5,9,1,28,2,3,1,0,68,1,1
392,6,6,9,1,28,2,3,1,0,69,1,1
393,7,1,9,1,28,2,3,4,0,73,1,1
394,7,2,9,1,28,2,3,4,0,77,1,1
395,7,3,9,1,28,2,3,1,0,78,1,1
396,7,4,9,1,28,2,3,1,0,79,1,1
397,7,5,9,1,28,2,3,4,0,83,1,1
398,7,6,9,1,28,2,3,1,0,84,1,1
399,8,1,9,1,28,2,3,4,0,88,1,1
400,8,2,9,1,28,2,3,4,0,92,1,1
401,8,3,9,1,28,2,3,1,0,93,1,1
402,8,4,9,1,28,2,3,1,0,94,1,1
403,8,5,9,1,28,2,3,1,0,95,1,1
404,8,6,9,1,28,2,3,1,0,96,1,1
405,8,7,9,1,28,2,3,1,0,97,1,1
406,9,1,9,1,28,2,3,1,0,98,1,1
407,9,2,9,1,28,2,3,6,0,104,1,1
408,9,3,9,1,28,2,3,0,0,104,1,1
409,9,4,9,1,28,2,3,1,0,105,1,1
410,9,5,9,1,28,2,3,4,0,109,1,1
411,9,6,9,1,28,2,3,1,0,110,1,1
412,10,1,9,1,28,2,3,1,0,111,1,1
413,10,2,9,1,28,2,3,0,1,111,2,1
414,10,3,9,1,28,2,3,1,0,112,2,1
415,10,4,9,1,28,2,3,1,0,113,2,1
416,10,5,9,1,28,2,3,1,0,114,2,1
417,10,6,9,1,28,2,3,1,0,115,2,1
418,11,1,9,1,28,2,3,1,0,116,2,1
419,11,2,9,1,28,2,3,6,0,122,2,1
420,11,3,9,1,28,2,3,4,0,126,2,1
421,11,4,9,1,28,2,3,0,0,126,2,1
422,11,5,9,1,28,2,3,0,0,126,2,1
423,11,6,9,1,28,2,3,1,0,127,2,1
424,12,1,9,1,28,2,3,1,0,128,2,1
425,12,2,9,1,28,2,3,6,0,134,2,1
426,12,3,9,1,28,2,3,1,0,135,2,1
427,12,4,9,1,28,2,3,1,0,136,2,1
428,12,5,9,1,28,2,3,4,0,140,2,1
429,12,6,9,1,28,2,3,1,0,141,2,1
430,13,1,9,1,28,2,3,1,0,142,2,1
431,13,2,9,1,28,2,3,1,0,143,2,1
432,13,3,9,1,28,2,3,1,0,144,2,1
433,13,4,9,1,28,2,3,2,0,146,2,1
434,13,5,9,1,28,2,3,6,0,152,2,1
435,13,6,9,1,28,2,3,0,0,152,2,1
436,13,7,9,1,28,2,3,0,0,152,2,1
437,14,1,9,1,28,2,3,1,0,153,2,1
438,14,2,9,1,28,2,3,0,1,153,3,1
439,14,3,9,1,28,2,3,4,0,157,3,1
440,14,4,9,1,28,2,3,1,0,158,3,1
441,14,5,9,1,28,2,3,1,0,159,3,1
442,14,6,9,1,28,2,3,6,0,165,3,1
443,15,1,9,1,28,2,3,2,0,167,3,1
444,15,2,9,1,28,2,3,1,0,168,3,1
445,15,3,9,1,28,2,3,4,0,172,3,1
446,15,4,9,1,28,2,3,1,0,173,3,1
447,15,5,9,1,28,2,3,1,0,174,3,1
448,15,6,9,1,28,2,3,2,0,176,3,1
449,16,1,9,1,28,2,3,1,0,177,3,1
450,16,2,9,1,28,2,3,1,0,178,3,1
451,16,3,9,1,28,2,3,1,0,179,3,1
452,16,4,9,1,28,2,3,4,0,183,3,1
453,16,5,9,1,28,2,3,1,0,184,3,1
454,16,6,9,1,28,2,3,2,0,186,3,1
455,17,1,9,1,28,2,3,1,0,187,3,1
456,17,2,9,1,28,2,3,1,0,188,3,1
457,17,3,9,1,28,2,3,2,0,190,3,1
458,17,4,9,1,28,2,3,0,1,190,4,1
459,17,5,9,1,28,2,3,1,0,191,4,1
460,17,6,9,1,28,2,3,0,0,191,4,1
461,18,1,9,1,28,2,3,1,0,192,4,1
462,18,2,9,1,28,2,3,1,0,193,4,1
463,18,3,9,1,28,2,3,1,0,194,4,1
464,18,4,9,1,28,2,3,1,0,195,4,1
465,18,5,9,1,28,2,3,2,0,197,4,1
466,18,6,9,1,28,2,3,1,0,198,4,1
467,19,1,9,1,28,2,3,1,0,199,4,1
468,19,2,9,1,28,2,3,1,0,200,4,1
469,19,3,9,1,28,2,3,0,0,200,4,1
470,19,4,9,1,28,2,3,6,0,206,4,1
471,19,5,9,1,28,2,3,1,0,207,4,1
472,19,6,9,1,28,2,3,0,0,207,4,1
473,0,1,10,2,12,1,3,0,0,0,0,2
474,0,2,10,2,12,1,3,0,0,0,0,2
475,0,3,10,2,12,1,3,0,0,0,0,2
476,0,4,10,2,12,1,3,1,0,1,0,2
477,0,5,10,2,12,1,3,0,0,1,0,2
478,0,6,10,2,12,1,3,0,0,1,0,2
479,0,7,10,2,12,1,3,6,0,7,0,2
480,1,1,10,2,12,1,3,1,0,8,0,2
481,1,2,10,2,12,1,3,0,0,8,0,2
482,1,3,10,2,12,1,3,0,0,8,0,2
483,1,4,10,2,12,1,3,1,0,9,0,2
484,1,5,10,2,12,1,3,4,0,13,0,2
485,1,6,10,2,12,1,3,4,0,17,0,2
486,2,1,10,2,12,1,3,0,0,17,0,2
487,2,2,10,2,12,1,3,0,0,17,0,2
488,2,3,10,2,12,1,3,0,1,17,1,2
489,2,4,10,2,12,1,3,0,0,17,1,2
490,2,5,10,2,12,1,3,0,0,17,1,2
491,2,6,10,2,12,1,3,0,0,17,1,2
492,3,1,10,2,12,1,3,1,0,18,1,2
493,3,2,10,2,12,1,3,4,0,22,1,2
494,3,3,10,2,12,1,3,4,0,26,1,2
495,3,4,10,2,12,1,3,1,0,27,1,2
496,3,5,10,2,12,1,3,0,1,27,2,2
497,3,6,10,2,12,1,3,4,0,31,2,2
498,4,1,10,2,12,1,3,0,0,31,2,2
499,4,2,10,2,12,1,3,0,0,31,2,2
500,4,3,10,2,12,1,3,1,0,32,2,2
501,4,4,10,2,12,1,3,4,0,36,2,2
502,4,5,10,2,12,1,3,0,0,36,2,2
503,4,6,10,2,12,1,3,1,0,37,2,2
504,5,1,10,2,12,1,3,0,0,37,2,2
505,5,2,10,2,12,1,3,1,0,38,2,2
506,5,3,10,2,12,1,3,0,0,38,2,2
507,5,4,10,2,12,1,3,1,0,39,2,2
508,5,5,10,2,12,1,3,1,0,40,2,2
509,5,6,10,2,12,1,3,0,0,40,2,2
510,6,1,10,2,12,1,3,0,0,40,2,2
511,6,2,10,2,12,1,3,1,1,41,3,2
512,6,3,10,2,12,1,3,2,0,43,3,2
513,6,4,10,2,12,1,3,0,0,43,3,2
514,6,5,10,2,12,1,3,0,0,43,3,2
515,6,6,10,2,12,1,3,1,0,44,3,2
516,7,1,10,2,12,1,3,1,0,45,3,2
517,7,2,10,2,12,1,3,1,0,46,3,2
518,7,3,10,2,12,1,3,1,0,47,3,2
519,7,4,10,2,12,1,3,0,1,47,4,2
520,7,5,10,2,12,1,3,0,0,47,4,2
521,7,6,10,2,12,1,3,1,0,48,4,2
522,8,1,10,2,12,1,3,0,0,48,4,2
523,8,2,10,2,12,1,3,0,0,48,4,2
524,8,3,10,2,12,1,3,1,0,49,4,2
525,8,4,10,2,12,1,3,1,0,50,4,2
526,8,5,10,2,12,1,3,0,0,50,4,2
527,8,6,10,2,12,1,3,1,0,51,4,2
528,9,1,10,2,12,1,3,1,0,52,4,2
529,9,2,10,2,12,1,3,1,0,53,4,2
530,9,3,10,2,12,1,3,1,0,54,4,2
531,9,4,10,2,12,1,3,1,0,55,4,2
532,9,5,10,2,12,1,3,1,0,56,4,2
533,9,6,10,2,12,1,3,1,0,57,4,2
534,10,1,10,2,12,1,3,0,0,57,4,2
535,10,2,10,2,12,1,3,0,0,57,4,2
